"","customer_id","recency_days","transaction_count","amount","recency_score","frequency_score","monetary_score","rfm_score"
"28799",34515,69,8,921,9,3,6,936
"28800",30228,225,3,334,3,1,1,311
"28801",23006,168,4,361,5,1,1,511
"28802",33802,12,9,1017,10,4,7,1047
"28803",22634,80,14,1398,8,9,10,900
"28804",10675,477,6,477,1,1,1,111
"28805",3638,135,5,423,6,1,1,611
"28806",14215,111,18,1675,7,10,10,810
"28807",18335,69,9,906,9,4,5,945
"28808",30980,154,12,1406,5,8,10,590
"28809",32116,116,13,1219,7,9,8,798
"28810",32788,292,9,924,2,4,6,246
"28811",15481,34,10,828,10,5,5,1055
"28812",30047,160,11,763,5,7,4,574
"28813",17399,112,6,510,7,1,1,711
"28814",8022,310,6,590,2,1,2,212
"28815",8371,141,8,664,6,3,3,633
"28816",14459,65,11,756,9,7,4,974
"28817",17319,177,8,708,4,3,3,433
"28818",11856,446,7,494,1,2,1,121
"28819",19842,86,11,842,8,7,5,875
"28820",27765,79,8,661,8,3,3,833
"28821",33574,144,9,1120,6,4,8,648
"28822",1120,178,14,1544,4,9,10,500
"28823",1608,158,13,1643,5,9,10,600
"28824",5169,186,7,737,4,2,3,423
"28825",20019,305,11,1353,2,7,9,279
"28826",36995,2,14,1416,10,9,10,1100
"28827",18441,123,16,1427,7,10,10,810
"28828",34003,126,11,1146,6,7,8,678
"28829",32535,66,15,1384,9,10,9,1009
"28830",12421,197,11,676,4,7,3,473
"28831",36615,140,11,1237,6,7,9,679
"28832",27458,122,8,640,7,3,2,732
"28833",19512,122,12,1111,7,8,8,788
"28834",11152,203,12,1310,4,8,9,489
"28835",35208,494,9,896,1,4,5,145
"28836",15371,238,16,1353,3,10,9,409
"28837",8400,20,10,765,10,5,4,1054
"28838",37247,57,13,1203,9,9,8,998
"28839",37585,96,14,1328,8,9,9,899
"28840",3235,469,7,640,1,2,2,122
"28841",27055,149,9,667,6,4,3,643
"28842",26468,98,9,1065,8,4,7,847
"28843",22083,160,8,614,5,3,2,532
"28844",34185,57,6,518,9,1,2,912
"28845",25985,113,9,833,7,4,5,745
"28846",5487,43,10,1247,10,5,9,1059
"28847",17502,122,9,1056,7,4,7,747
"28848",13068,80,13,1717,8,9,10,900
"28849",5140,48,11,1001,9,7,6,976
"28850",17871,72,13,1296,9,9,9,999
"28851",21119,354,8,793,2,3,4,234
"28852",11114,148,12,984,6,8,6,686
"28853",22642,479,6,518,1,1,2,112
"28854",35204,77,7,854,8,2,5,825
"28855",21841,177,9,947,4,4,6,446
"28856",33269,276,8,596,2,3,2,232
"28857",19807,62,12,1190,9,8,8,988
"28858",19773,151,10,953,5,5,6,556
"28859",1119,305,14,1347,2,9,9,299
"28860",5617,85,9,924,8,4,6,846
"28861",26259,137,9,767,6,4,4,644
"28862",2018,209,12,893,4,8,5,485
"28863",24519,416,9,688,1,4,3,143
"28864",28196,392,12,1457,2,8,10,290
"28865",13156,187,8,879,4,3,5,435
"28866",12726,175,9,1146,5,4,8,548
"28867",2882,481,8,717,1,3,3,133
"28868",26609,206,6,415,4,1,1,411
"28869",39982,22,9,1268,10,4,9,1049
"28870",26672,126,10,1067,6,5,7,657
"28871",14288,216,6,611,3,1,2,312
"28872",7949,84,8,917,8,3,6,836
"28873",24064,34,13,1349,10,9,9,1099
"28874",35375,120,12,1298,7,8,9,789
"28875",12949,80,13,1087,8,9,7,897
"28876",34658,199,9,888,4,4,5,445
"28877",14763,46,15,1320,10,10,9,1109
"28878",13091,115,13,1234,7,9,9,799
"28879",2202,159,7,485,5,2,1,521
"28880",22512,127,13,1030,6,9,7,697
"28881",6369,478,4,505,1,1,1,111
"28882",3450,84,16,1848,8,10,10,910
"28883",26862,95,14,1320,8,9,9,899
"28884",18270,237,6,481,3,1,1,311
"28885",29139,171,8,789,5,3,4,534
"28886",18551,166,7,842,5,2,5,525
"28887",28387,122,9,1086,7,4,7,747
"28888",36776,112,12,1099,7,8,7,787
"28889",6478,150,10,687,5,5,3,553
"28890",33724,586,8,823,1,3,4,134
"28891",1553,195,11,501,4,7,1,471
"28892",7310,113,17,1870,7,10,10,810
"28893",18938,442,6,630,1,1,2,112
"28894",18095,295,12,1839,2,8,10,290
"28895",23317,144,10,951,6,5,6,656
"28896",14927,101,10,1126,8,5,8,858
"28897",1946,203,11,872,4,7,5,475
"28898",29953,59,9,465,9,4,1,941
"28899",9558,162,10,997,5,5,6,556
"28900",18547,98,10,620,8,5,2,852
"28901",580,409,12,1203,1,8,8,188
"28902",858,549,3,208,1,1,1,111
"28903",32382,64,6,540,9,1,2,912
"28904",1995,149,11,999,6,7,6,676
"28905",22178,150,11,1345,5,7,9,579
"28906",25330,120,8,695,7,3,3,733
"28907",3472,305,12,1007,2,8,7,287
"28908",28431,264,7,801,3,2,4,324
"28909",34394,178,9,914,4,4,6,446
"28910",27164,85,10,907,8,5,5,855
"28911",22360,37,10,1191,10,5,8,1058
"28912",21877,139,8,822,6,3,4,634
"28913",13859,371,10,900,2,5,5,255
"28914",26815,459,8,488,1,3,1,131
"28915",19222,94,15,1402,8,10,10,910
"28916",4513,185,16,1458,4,10,10,510
"28917",14836,122,12,1227,7,8,9,789
"28918",29736,289,8,858,2,3,5,235
"28919",36994,57,13,1414,9,9,10,1000
"28920",16622,152,10,1054,5,5,7,557
"28921",329,396,8,654,1,3,3,133
"28922",25160,102,16,1560,7,10,10,810
"28923",29387,243,13,1088,3,9,7,397
"28924",8278,106,13,1071,7,9,7,797
"28925",38792,211,10,1012,3,5,7,357
"28926",24574,54,10,1023,9,5,7,957
"28927",3358,157,8,923,5,3,6,536
"28928",29106,98,8,814,8,3,4,834
"28929",8277,114,12,1235,7,8,9,789
"28930",17186,196,13,1308,4,9,9,499
"28931",16941,334,10,968,2,5,6,256
"28932",20781,85,13,1285,8,9,9,899
"28933",4187,22,16,1159,10,10,8,1108
"28934",2126,276,9,826,2,4,4,244
"28935",9095,130,10,1047,6,5,7,657
"28936",23825,46,16,1459,10,10,10,1110
"28937",1720,525,7,562,1,2,2,122
"28938",26223,235,8,743,3,3,4,334
"28939",26947,316,5,348,2,1,1,211
"28940",5434,223,12,1299,3,8,9,389
"28941",35423,165,9,699,5,4,3,543
"28942",27440,423,12,1290,1,8,9,189
"28943",2931,19,5,581,10,1,2,1012
"28944",1876,76,10,1011,9,5,7,957
"28945",31615,49,13,1260,9,9,9,999
"28946",22980,225,12,1240,3,8,9,389
"28947",23055,464,8,922,1,3,6,136
"28948",4848,505,7,792,1,2,4,124
"28949",18117,122,7,565,7,2,2,722
"28950",2895,122,11,875,7,7,5,775
"28951",20553,52,16,1510,9,10,10,1010
"28952",16173,377,8,535,2,3,2,232
"28953",15622,58,16,1330,9,10,9,1009
"28954",10723,347,10,1441,2,5,10,260
"28955",337,139,10,1166,6,5,8,658
"28956",7819,87,7,801,8,2,4,824
"28957",12694,169,8,619,5,3,2,532
"28958",34748,66,7,455,9,2,1,921
"28959",33253,406,5,491,1,1,1,111
"28960",13677,329,3,440,2,1,1,211
"28961",3221,178,12,1272,4,8,9,489
"28962",13602,52,9,782,9,4,4,944
"28963",39363,133,11,1084,6,7,7,677
"28964",25524,540,5,547,1,1,2,112
"28965",28115,313,6,676,2,1,3,213
"28966",32289,156,9,906,5,4,5,545
"28967",11929,417,15,1263,1,10,9,209
"28968",4465,2,10,968,10,5,6,1056
"28969",8934,277,8,807,2,3,4,234
"28970",8170,148,8,1078,6,3,7,637
"28971",2842,32,11,894,10,7,5,1075
"28972",30039,489,5,459,1,1,1,111
"28973",6357,150,10,659,5,5,3,553
"28974",18683,80,9,1274,8,4,9,849
"28975",14693,143,13,1542,6,9,10,700
"28976",6392,47,7,744,9,2,4,924
"28977",31618,106,8,1186,7,3,8,738
"28978",34558,158,15,1579,5,10,10,610
"28979",16641,169,11,1065,5,7,7,577
"28980",20897,504,7,580,1,2,2,122
"28981",13425,284,5,465,2,1,1,211
"28982",6847,54,14,1371,9,9,9,999
"28983",3104,183,13,1323,4,9,9,499
"28984",7191,145,9,628,6,4,2,642
"28985",17165,127,8,674,6,3,3,633
"28986",35143,199,11,1105,4,7,8,478
"28987",14701,46,12,1191,10,8,8,1088
"28988",14410,92,9,900,8,4,5,845
"28989",7812,160,8,887,5,3,5,535
"28990",12715,225,12,1302,3,8,9,389
"28991",16218,26,11,1015,10,7,7,1077
"28992",8777,539,9,701,1,4,3,143
"28993",4132,65,7,438,9,2,1,921
"28994",29338,394,5,448,1,1,1,111
"28995",36211,72,10,1081,9,5,7,957
"28996",20162,73,10,851,9,5,5,955
"28997",3279,100,6,553,8,1,2,812
"28998",19052,17,9,1173,10,4,8,1048
"28999",6384,150,9,997,5,4,6,546
"29000",32604,74,16,1431,9,10,10,1010
"29001",38799,109,10,875,7,5,5,755
"29002",29788,161,14,1570,5,9,10,600
"29003",35834,430,8,734,1,3,3,133
"29004",12939,141,7,968,6,2,6,626
"29005",23515,437,8,460,1,3,1,131
"29006",14703,299,7,424,2,2,1,221
"29007",19450,50,8,609,9,3,2,932
"29008",29632,168,3,279,5,1,1,511
"29009",11600,162,12,1369,5,8,9,589
"29010",10705,106,10,925,7,5,6,756
"29011",11956,354,9,895,2,4,5,245
"29012",20612,362,11,1140,2,7,8,278
"29013",31422,239,4,419,3,1,1,311
"29014",28186,446,2,117,1,1,1,111
"29015",26832,292,7,689,2,2,3,223
"29016",27131,50,9,637,9,4,2,942
"29017",38561,225,8,629,3,3,2,332
"29018",39342,87,13,1402,8,9,10,900
"29019",13365,500,6,572,1,1,2,112
"29020",9024,140,7,674,6,2,3,623
"29021",33783,227,13,788,3,9,4,394
"29022",17560,134,11,1342,6,7,9,679
"29023",6368,176,12,1113,5,8,8,588
"29024",4931,94,3,267,8,1,1,811
"29025",39332,11,8,1110,10,3,8,1038
"29026",27074,289,11,1274,2,7,9,279
"29027",30901,22,10,853,10,5,5,1055
"29028",19604,22,11,1021,10,7,7,1077
"29029",23987,381,2,146,2,1,1,211
"29030",2426,241,7,573,3,2,2,322
"29031",6931,82,10,1075,8,5,7,857
"29032",1957,52,10,946,9,5,6,956
"29033",26216,259,5,426,3,1,1,311
"29034",26003,160,13,997,5,9,6,596
"29035",17212,219,8,706,3,3,3,333
"29036",33892,243,7,826,3,2,4,324
"29037",39746,220,7,499,3,2,1,321
"29038",32570,75,17,2101,9,10,10,1010
"29039",24703,410,5,626,1,1,2,112
"29040",2727,69,10,961,9,5,6,956
"29041",39263,137,13,1346,6,9,9,699
"29042",13377,25,8,952,10,3,6,1036
"29043",9951,83,15,1200,8,10,8,908
"29044",18657,194,13,1328,4,9,9,499
"29045",11043,153,7,754,5,2,4,524
"29046",17122,61,9,606,9,4,2,942
"29047",12208,200,12,1338,4,8,9,489
"29048",4894,175,13,1277,5,9,9,599
"29049",11832,87,9,812,8,4,4,844
"29050",5176,134,15,1237,6,10,9,709
"29051",7973,30,7,813,10,2,4,1024
"29052",30063,248,10,802,3,5,4,354
"29053",16684,130,14,1237,6,9,9,699
"29054",35040,552,7,899,1,2,5,125
"29055",35413,47,6,631,9,1,2,912
"29056",11969,163,18,1408,5,10,10,610
"29057",28519,123,9,1124,7,4,8,748
"29058",37505,388,9,878,2,4,5,245
"29059",28636,73,10,958,9,5,6,956
"29060",24895,175,8,544,5,3,2,532
"29061",7246,15,7,945,10,2,6,1026
"29062",30956,219,11,1005,3,7,7,377
"29063",786,93,11,788,8,7,4,874
"29064",17644,131,14,1189,6,9,8,698
"29065",35373,87,11,1196,8,7,8,878
"29066",15310,106,12,1627,7,8,10,790
"29067",24976,174,4,395,5,1,1,511
"29068",1330,105,10,1018,7,5,7,757
"29069",5815,104,9,732,7,4,3,743
"29070",25487,463,8,667,1,3,3,133
"29071",39285,336,4,251,2,1,1,211
"29072",38141,352,11,596,2,7,2,272
"29073",2791,242,7,483,3,2,1,321
"29074",8350,60,9,951,9,4,6,946
"29075",19167,358,13,1012,2,9,7,297
"29076",8991,127,12,1051,6,8,7,687
"29077",26759,115,18,1603,7,10,10,810
"29078",19889,208,10,797,4,5,4,454
"29079",15401,95,18,1643,8,10,10,910
"29080",38170,313,12,1147,2,8,8,288
"29081",2341,159,11,975,5,7,6,576
"29082",7346,22,7,553,10,2,2,1022
"29083",20817,85,14,1528,8,9,10,900
"29084",3050,248,11,1127,3,7,8,378
"29085",20667,360,10,684,2,5,3,253
"29086",6742,89,12,1004,8,8,7,887
"29087",17133,34,8,1049,10,3,7,1037
"29088",5803,94,17,1478,8,10,10,910
"29089",29316,119,16,1647,7,10,10,810
"29090",13054,122,12,930,7,8,6,786
"29091",23659,507,5,686,1,1,3,113
"29092",15582,156,8,1252,5,3,9,539
"29093",25558,76,11,1316,9,7,9,979
"29094",26545,121,11,970,7,7,6,776
"29095",34401,40,11,1090,10,7,7,1077
"29096",24966,485,9,854,1,4,5,145
"29097",36138,24,17,1453,10,10,10,1110
"29098",22667,122,8,831,7,3,5,735
"29099",8020,474,10,630,1,5,2,152
"29100",16004,120,6,475,7,1,1,711
"29101",262,377,12,1240,2,8,9,289
"29102",37563,151,10,1035,5,5,7,557
"29103",12670,97,11,1008,8,7,7,877
"29104",12379,198,7,779,4,2,4,424
"29105",13119,7,10,910,10,5,5,1055
"29106",35994,133,10,1066,6,5,7,657
"29107",39140,180,9,1117,4,4,8,448
"29108",32314,60,14,1445,9,9,10,1000
"29109",9722,120,10,887,7,5,5,755
"29110",17766,156,14,1473,5,9,10,600
"29111",13070,135,11,1195,6,7,8,678
"29112",13259,58,14,1438,9,9,10,1000
"29113",8510,30,10,959,10,5,6,1056
"29114",37225,301,8,892,2,3,5,235
"29115",8983,157,11,843,5,7,5,575
"29116",27503,92,13,1193,8,9,8,898
"29117",8837,176,9,952,5,4,6,546
"29118",2265,118,15,1556,7,10,10,810
"29119",18407,260,12,789,3,8,4,384
"29120",32519,161,8,646,5,3,3,533
"29121",30197,81,8,748,8,3,4,834
"29122",39099,110,5,257,7,1,1,711
"29123",8600,164,9,794,5,4,4,544
"29124",31276,446,8,445,1,3,1,131
"29125",21820,95,13,1152,8,9,8,898
"29126",3203,46,7,305,10,2,1,1021
"29127",3884,93,6,446,8,1,1,811
"29128",27401,204,4,278,4,1,1,411
"29129",13357,72,14,919,9,9,6,996
"29130",9818,36,10,1202,10,5,8,1058
"29131",4898,71,9,932,9,4,6,946
"29132",19083,110,8,621,7,3,2,732
"29133",1183,204,13,1213,4,9,8,498
"29134",13646,137,14,1154,6,9,8,698
"29135",36377,549,7,597,1,2,2,122
"29136",2040,437,16,1623,1,10,10,210
"29137",1047,124,10,834,7,5,5,755
"29138",39498,200,11,1064,4,7,7,477
"29139",30605,152,15,1515,5,10,10,610
"29140",16451,154,8,977,5,3,6,536
"29141",20885,140,13,963,6,9,6,696
"29142",22340,68,14,1573,9,9,10,1000
"29143",3381,77,7,420,8,2,1,821
"29144",39361,163,13,1142,5,9,8,598
"29145",8190,37,18,2024,10,10,10,1110
"29146",37073,93,12,1221,8,8,8,888
"29147",8891,186,10,645,4,5,3,453
"29148",37541,102,9,732,7,4,3,743
"29149",25624,160,9,855,5,4,5,545
"29150",990,45,11,941,10,7,6,1076
"29151",32630,298,9,950,2,4,6,246
"29152",7665,163,11,900,5,7,5,575
"29153",19881,148,10,596,6,5,2,652
"29154",28776,395,9,997,1,4,6,146
"29155",36229,481,10,1055,1,5,7,157
"29156",3805,11,9,531,10,4,2,1042
"29157",25978,352,12,1061,2,8,7,287
"29158",34521,42,11,950,10,7,6,1076
"29159",35242,189,9,956,4,4,6,446
"29160",35722,248,2,327,3,1,1,311
"29161",30695,17,8,722,10,3,3,1033
"29162",6677,92,9,1260,8,4,9,849
"29163",31813,114,12,1109,7,8,8,788
"29164",7266,51,9,600,9,4,2,942
"29165",15712,104,10,967,7,5,6,756
"29166",15720,133,9,1363,6,4,9,649
"29167",11870,130,6,544,6,1,2,612
"29168",12675,146,12,1145,6,8,8,688
"29169",15169,57,8,608,9,3,2,932
"29170",35033,231,8,613,3,3,2,332
"29171",7244,230,6,484,3,1,1,311
"29172",7295,166,8,612,5,3,2,532
"29173",23946,165,10,712,5,5,3,553
"29174",14233,193,9,525,4,4,2,442
"29175",1475,146,8,819,6,3,4,634
"29176",21056,388,10,1013,2,5,7,257
"29177",2400,127,14,1472,6,9,10,700
"29178",9383,329,11,981,2,7,6,276
"29179",7740,197,9,976,4,4,6,446
"29180",25110,367,6,627,2,1,2,212
"29181",32495,291,11,1081,2,7,7,277
"29182",31104,130,10,1128,6,5,8,658
"29183",36693,198,6,663,4,1,3,413
"29184",24997,234,13,1314,3,9,9,399
"29185",22518,59,8,729,9,3,3,933
"29186",18210,186,12,667,4,8,3,483
"29187",32271,483,12,1210,1,8,8,188
"29188",33441,165,12,1140,5,8,8,588
"29189",9876,88,18,1859,8,10,10,910
"29190",10835,373,8,591,2,3,2,232
"29191",30710,204,14,1350,4,9,9,499
"29192",36521,166,11,744,5,7,4,574
"29193",11478,144,13,1477,6,9,10,700
"29194",12294,62,8,856,9,3,5,935
"29195",29152,181,13,1182,4,9,8,498
"29196",19950,214,11,977,3,7,6,376
"29197",14245,335,15,1454,2,10,10,310
"29198",18622,260,6,634,3,1,2,312
"29199",35685,156,12,1314,5,8,9,589
"29200",3302,118,9,939,7,4,6,746
"29201",29245,102,10,744,7,5,4,754
"29202",14430,133,9,776,6,4,4,644
"29203",34044,206,7,473,4,2,1,421
"29204",16607,27,10,854,10,5,5,1055
"29205",17432,122,6,789,7,1,4,714
"29206",12410,222,11,1135,3,7,8,378
"29207",35179,217,16,1423,3,10,10,410
"29208",13963,161,8,472,5,3,1,531
"29209",25854,52,12,755,9,8,4,984
"29210",24039,84,10,721,8,5,3,853
"29211",29255,114,10,970,7,5,6,756
"29212",32193,37,9,862,10,4,5,1045
"29213",20893,158,10,690,5,5,3,553
"29214",37845,101,9,1218,8,4,8,848
"29215",20311,162,13,1595,5,9,10,600
"29216",21411,77,14,1261,8,9,9,899
"29217",20786,388,8,905,2,3,5,235
"29218",24172,211,10,996,3,5,6,356
"29219",37807,80,7,580,8,2,2,822
"29220",28091,107,4,522,7,1,2,712
"29221",23861,227,10,1268,3,5,9,359
"29222",23937,193,5,688,4,1,3,413
"29223",35495,282,6,623,2,1,2,212
"29224",23265,87,9,1241,8,4,9,849
"29225",18039,34,8,629,10,3,2,1032
"29226",23124,264,9,982,3,4,6,346
"29227",12354,88,11,964,8,7,6,876
"29228",31256,354,4,246,2,1,1,211
"29229",29158,155,9,814,5,4,4,544
"29230",14121,83,8,848,8,3,5,835
"29231",25180,112,9,935,7,4,6,746
"29232",39685,101,6,650,8,1,3,813
"29233",10354,248,6,646,3,1,3,313
"29234",13981,99,8,814,8,3,4,834
"29235",11461,304,11,922,2,7,6,276
"29236",5615,45,10,697,10,5,3,1053
"29237",31088,169,8,977,5,3,6,536
"29238",16541,105,9,867,7,4,5,745
"29239",20577,228,8,769,3,3,4,334
"29240",22557,226,11,890,3,7,5,375
"29241",18411,23,14,1283,10,9,9,1099
"29242",36535,119,13,1165,7,9,8,798
"29243",14420,431,5,356,1,1,1,111
"29244",12837,384,6,818,2,1,4,214
"29245",9165,86,13,1650,8,9,10,900
"29246",18275,147,13,1167,6,9,8,698
"29247",18353,148,10,947,6,5,6,656
"29248",9919,306,7,868,2,2,5,225
"29249",16802,136,11,902,6,7,5,675
"29250",11146,70,11,1592,9,7,10,980
"29251",27998,57,10,1259,9,5,9,959
"29252",8104,4,4,365,10,1,1,1011
"29253",34944,171,7,542,5,2,2,522
"29254",15248,137,15,1539,6,10,10,710
"29255",2581,109,11,975,7,7,6,776
"29256",30641,329,6,679,2,1,3,213
"29257",20782,23,14,1241,10,9,9,1099
"29258",10151,547,5,519,1,1,2,112
"29259",13619,176,9,1009,5,4,7,547
"29260",31480,277,10,941,2,5,6,256
"29261",32846,224,8,683,3,3,3,333
"29262",22702,152,11,985,5,7,6,576
"29263",38116,174,9,1070,5,4,7,547
"29264",1515,26,14,898,10,9,5,1095
"29265",29191,149,11,724,6,7,3,673
"29266",14034,56,16,1340,9,10,9,1009
"29267",33910,456,4,464,1,1,1,111
"29268",10665,217,15,1853,3,10,10,410
"29269",35107,30,7,590,10,2,2,1022
"29270",327,481,7,619,1,2,2,122
"29271",7760,177,12,1362,4,8,9,489
"29272",449,95,12,1203,8,8,8,888
"29273",30715,141,11,824,6,7,4,674
"29274",21894,391,6,583,2,1,2,212
"29275",9845,327,11,800,2,7,4,274
"29276",28184,231,8,783,3,3,4,334
"29277",28990,55,6,680,9,1,3,913
"29278",34103,128,11,845,6,7,5,675
"29279",9455,278,6,633,2,1,2,212
"29280",31446,185,7,668,4,2,3,423
"29281",3745,184,12,1400,4,8,10,490
"29282",22907,157,10,803,5,5,4,554
"29283",1546,301,11,1017,2,7,7,277
"29284",12479,295,13,1086,2,9,7,297
"29285",22760,39,14,1653,10,9,10,1100
"29286",37794,44,9,1049,10,4,7,1047
"29287",38880,73,11,1039,9,7,7,977
"29288",6288,208,15,1599,4,10,10,510
"29289",12579,31,13,1175,10,9,8,1098
"29290",26501,159,8,757,5,3,4,534
"29291",8484,129,10,1054,6,5,7,657
"29292",3618,97,10,879,8,5,5,855
"29293",28391,294,7,657,2,2,3,223
"29294",9480,335,7,715,2,2,3,223
"29295",15731,392,6,695,2,1,3,213
"29296",38333,166,9,745,5,4,4,544
"29297",11006,89,9,607,8,4,2,842
"29298",29767,468,12,1109,1,8,8,188
"29299",1910,501,9,889,1,4,5,145
"29300",24059,80,5,500,8,1,1,811
"29301",33705,488,6,512,1,1,1,111
"29302",37427,211,4,553,3,1,2,312
"29303",7109,80,11,1194,8,7,8,878
"29304",32028,36,10,796,10,5,4,1054
"29305",18648,211,4,435,3,1,1,311
"29306",35539,176,8,720,5,3,3,533
"29307",34693,214,7,1022,3,2,7,327
"29308",14756,187,10,857,4,5,5,455
"29309",4895,132,16,1503,6,10,10,710
"29310",17381,45,14,1511,10,9,10,1100
"29311",15923,61,10,826,9,5,4,954
"29312",11540,118,10,1103,7,5,8,758
"29313",1011,217,15,1860,3,10,10,410
"29314",36267,170,14,1108,5,9,8,598
"29315",38558,499,12,1031,1,8,7,187
"29316",9679,49,9,803,9,4,4,944
"29317",4952,130,12,1085,6,8,7,687
"29318",1831,448,7,426,1,2,1,121
"29319",30578,191,5,646,4,1,3,413
"29320",35595,79,8,816,8,3,4,834
"29321",32518,151,8,800,5,3,4,534
"29322",37808,148,11,1163,6,7,8,678
"29323",120,335,8,754,2,3,4,234
"29324",18422,195,5,580,4,1,2,412
"29325",27288,516,9,1254,1,4,9,149
"29326",26896,124,13,1199,7,9,8,798
"29327",1803,62,7,774,9,2,4,924
"29328",34741,225,10,914,3,5,6,356
"29329",20408,228,12,1089,3,8,7,387
"29330",38607,269,12,1263,2,8,9,289
"29331",36418,462,8,816,1,3,4,134
"29332",18219,221,8,815,3,3,4,334
"29333",11561,186,11,1006,4,7,7,477
"29334",5751,483,4,651,1,1,3,113
"29335",15191,248,16,1461,3,10,10,410
"29336",115,37,15,1357,10,10,9,1109
"29337",14517,35,11,877,10,7,5,1075
"29338",7254,97,7,643,8,2,3,823
"29339",36578,75,13,1137,9,9,8,998
"29340",27754,129,9,903,6,4,5,645
"29341",30430,125,10,719,7,5,3,753
"29342",4847,564,6,492,1,1,1,111
"29343",3853,301,9,788,2,4,4,244
"29344",13666,170,12,770,5,8,4,584
"29345",21968,129,14,1103,6,9,8,698
"29346",29271,42,9,1073,10,4,7,1047
"29347",5011,135,10,1048,6,5,7,657
"29348",21261,152,7,739,5,2,4,524
"29349",12533,403,15,1412,1,10,10,210
"29350",28034,88,8,907,8,3,5,835
"29351",38083,290,6,566,2,1,2,212
"29352",16098,57,13,1175,9,9,8,998
"29353",16926,178,9,596,4,4,2,442
"29354",8483,260,13,1138,3,9,8,398
"29355",34271,125,10,669,7,5,3,753
"29356",12750,102,11,1025,7,7,7,777
"29357",24842,123,10,1034,7,5,7,757
"29358",17167,38,11,1248,10,7,9,1079
"29359",29246,155,10,1071,5,5,7,557
"29360",37930,92,5,611,8,1,2,812
"29361",28678,460,6,901,1,1,5,115
"29362",2068,160,13,1279,5,9,9,599
"29363",32644,196,7,810,4,2,4,424
"29364",27460,158,13,1606,5,9,10,600
"29365",13220,486,9,884,1,4,5,145
"29366",17477,60,11,1221,9,7,8,978
"29367",36888,119,8,558,7,3,2,732
"29368",29062,423,8,697,1,3,3,133
"29369",39596,376,10,380,2,5,1,251
"29370",39217,262,9,884,3,4,5,345
"29371",33432,448,6,261,1,1,1,111
"29372",15370,158,10,882,5,5,5,555
"29373",37436,21,15,1074,10,10,7,1107
"29374",20255,144,7,662,6,2,3,623
"29375",37071,205,7,752,4,2,4,424
"29376",5021,60,8,757,9,3,4,934
"29377",3016,432,10,769,1,5,4,154
"29378",4359,43,5,678,10,1,3,1013
"29379",36116,165,17,2006,5,10,10,610
"29380",33128,421,9,722,1,4,3,143
"29381",39687,149,12,1103,6,8,8,688
"29382",21293,148,12,1350,6,8,9,689
"29383",5848,411,8,814,1,3,4,134
"29384",12330,71,13,1454,9,9,10,1000
"29385",21995,127,13,855,6,9,5,695
"29386",27335,92,16,1555,8,10,10,910
"29387",34481,7,11,576,10,7,2,1072
"29388",38632,105,8,773,7,3,4,734
"29389",12660,15,12,1143,10,8,8,1088
"29390",31595,92,10,803,8,5,4,854
"29391",23781,233,7,649,3,2,3,323
"29392",3442,482,8,825,1,3,4,134
"29393",33699,14,13,1124,10,9,8,1098
"29394",1484,116,8,690,7,3,3,733
"29395",3741,186,12,937,4,8,6,486
"29396",34073,359,6,631,2,1,2,212
"29397",30184,88,9,983,8,4,6,846
"29398",27463,126,13,1360,6,9,9,699
"29399",37803,53,15,1625,9,10,10,1010
"29400",25257,275,14,1312,2,9,9,299
"29401",39224,92,10,1070,8,5,7,857
"29402",11607,85,13,1186,8,9,8,898
"29403",33294,153,8,776,5,3,4,534
"29404",34675,58,8,731,9,3,3,933
"29405",10311,159,7,881,5,2,5,525
"29406",26802,103,12,1611,7,8,10,790
"29407",20455,155,15,1484,5,10,10,610
"29408",30598,107,10,1163,7,5,8,758
"29409",30194,69,7,453,9,2,1,921
"29410",33723,137,8,991,6,3,6,636
"29411",8367,327,10,918,2,5,6,256
"29412",36164,451,9,969,1,4,6,146
"29413",39385,120,8,680,7,3,3,733
"29414",5329,164,7,996,5,2,6,526
"29415",13844,75,10,1079,9,5,7,957
"29416",700,40,9,971,10,4,6,1046
"29417",39787,59,8,851,9,3,5,935
"29418",38897,252,14,1292,3,9,9,399
"29419",28310,169,11,861,5,7,5,575
"29420",25922,63,11,937,9,7,6,976
"29421",26923,113,9,747,7,4,4,744
"29422",37,119,8,415,7,3,1,731
"29423",37607,76,12,874,9,8,5,985
"29424",11887,81,7,700,8,2,3,823
"29425",14045,321,13,1536,2,9,10,300
"29426",38705,102,8,884,7,3,5,735
"29427",33482,152,9,1196,5,4,8,548
"29428",10304,434,11,1152,1,7,8,178
"29429",7590,142,12,1122,6,8,8,688
"29430",25954,227,5,574,3,1,2,312
"29431",29756,149,15,1071,6,10,7,707
"29432",22861,82,13,1226,8,9,9,899
"29433",14462,183,11,1048,4,7,7,477
"29434",7449,107,11,867,7,7,5,775
"29435",31470,209,9,734,4,4,3,443
"29436",21662,216,11,1526,3,7,10,380
"29437",6402,183,9,743,4,4,4,444
"29438",33884,62,10,779,9,5,4,954
"29439",14329,143,16,1507,6,10,10,710
"29440",5186,136,8,631,6,3,2,632
"29441",15016,206,8,802,4,3,4,434
"29442",7299,381,8,732,2,3,3,233
"29443",26760,92,5,435,8,1,1,811
"29444",16239,126,11,1488,6,7,10,680
"29445",16601,76,13,1150,9,9,8,998
"29446",36727,109,10,1062,7,5,7,757
"29447",21570,134,14,1425,6,9,10,700
