"","age","price","bedrooms","bathrooms","bathroom_to_bedroom_ratio","floors","waterfront","view","condition","grade","yr_renovated","sqft_living15","sqft_lot15","sqft_above","sqft_basement"
"16604","Moderately Old","Cheap","2","1","Less than adequate","1","No","No view","Excellent","Poor","Not renovated","Very small","Very small","Very small","No basement"
"16605","Moderately Old","Cheap","4","2","Less than adequate","1","No","No view","Good","Decent","Not renovated","Small","Large","Average","No basement"
"16606","Moderately New","Cheap","3","2","Adequate","1","No","No view","Decent","Decent","Not renovated","Small","Average","Small","Medium"
"16607","Moderately New","Ultra premium","4","3","Adequate","2","No","No view","Decent","Decent","Not renovated","Large","Very small","Average","Small"
"16608","Old","Cheap","3","2","Adequate","1","No","No view","Good","Decent","Not renovated","Very small","Large","Average","No basement"
"16609","Old","Expensive","3","1","Less than adequate","1","No","No view","Decent","Decent","Renovated","Very small","Very large","Small","No basement"
"16610","Old","Ultra premium","5","3","Adequate","2","No","Multiple views","Excellent","Good","Not renovated","Very large","Large","Very large","Very Small"
"16611","Moderately Old","Premium","5","2","Less than adequate","1","No","No view","Good","Decent","Not renovated","Average","Very large","Small","Large"
"16612","Moderately New","Expensive","4","2","Less than adequate","2","No","No view","Decent","Decent","Not renovated","Large","Very large","Large","No basement"
"16613","Average","Affordable","5","2","Less than adequate","1","No","No view","Good","Decent","Not renovated","Average","Very large","Large","No basement"
"16614","Moderately New","Affordable","4","3","Adequate","2","No","No view","Decent","Decent","Not renovated","Large","Average","Large","No basement"
"16615","Moderately Old","Affordable","2","1","Less than adequate","1","No","No view","Poor","Poor","Not renovated","Small","Average","Very small","No basement"
"16616","Moderately Old","Cheap","3","1","Less than adequate","1","No","No view","Decent","Decent","Not renovated","Very small","Very small","Very small","Very Small"
"16617","Moderately New","Expensive","3","3","Adequate","2","No","No view","Decent","Decent","Not renovated","Large","Large","Large","No basement"
"16618","Old","Premium","3","3","Adequate","2","No","Single View","Good","Decent","Renovated","Large","Average","Very large","No basement"
"16619","Moderately New","Affordable","4","3","Adequate","1","No","No view","Decent","Decent","Not renovated","Large","Average","Small","Large"
"16620","New","Premium","5","4","Adequate","2","No","Multiple views","Decent","Decent","Not renovated","Very large","Average","Large","Small"
"16621","Moderately New","Ultra premium","5","3","Adequate","2","No","No view","Decent","Good","Not renovated","Very large","Very large","Very large","No basement"
"16622","Old","Ultra premium","3","2","Adequate","2","No","No view","Decent","Decent","Not renovated","Very large","Small","Large","Very Small"
"16623","Moderately New","Ultra premium","4","3","Adequate","2","No","No view","Decent","Decent","Not renovated","Very large","Small","Very large","No basement"
"16624","Moderately Old","Cheap","2","1","Less than adequate","1","No","No view","Decent","Poor","Not renovated","Small","Large","Very small","No basement"
"16625","Average","Premium","5","2","Less than adequate","2","No","No view","Decent","Decent","Not renovated","Very large","Very large","Very large","No basement"
"16626","Average","Expensive","3","2","Adequate","1","No","No view","Good","Decent","Not renovated","Large","Very large","Small","Medium"
"16627","Moderately Old","Affordable","5","2","Less than adequate","1","No","No view","Good","Decent","Not renovated","Average","Very large","Average","No basement"
"16628","Moderately New","Ultra premium","3","3","Adequate","2","No","No view","Decent","Good","Not renovated","Very large","Very large","Very large","No basement"
"16629","Moderately Old","Cheap","3","1","Less than adequate","1","No","No view","Decent","Poor","Not renovated","Very small","Large","Small","No basement"
"16630","Average","Cheap","3","2","Adequate","1","No","No view","Good","Decent","Not renovated","Average","Large","Very small","Small"
"16631","Average","Ultra premium","4","2","Less than adequate","1","No","No view","Decent","Decent","Not renovated","Very large","Very large","Average","Medium"
"16632","New","Premium","5","3","Adequate","2","No","No view","Decent","Decent","Not renovated","Large","Average","Very large","No basement"
"16633","Moderately New","Cheap","3","2","Adequate","2","No","No view","Decent","Decent","Not renovated","Small","Large","Average","No basement"
"16634","New","Affordable","2","2","Adequate","2","No","No view","Decent","Decent","Not renovated","Very small","Very small","Very small","Small"
"16635","Moderately New","Premium","3","2","Adequate","2","No","Multiple views","Decent","Decent","Not renovated","Very large","Average","Very large","No basement"
"16636","New","Expensive","3","2","Adequate","2","No","No view","Decent","Decent","Not renovated","Very small","Average","Large","No basement"
"16637","Average","Affordable","3","2","Adequate","1","No","No view","Good","Decent","Not renovated","Average","Average","Small","Small"
"16638","New","Ultra premium","3","3","Adequate","2","No","No view","Decent","Decent","Not renovated","Very large","Small","Very large","No basement"
"16639","Average","Affordable","3","1","Less than adequate","1","No","No view","Good","Decent","Not renovated","Small","Large","Very small","No basement"
"16640","New","Expensive","3","3","Adequate","2","No","No view","Decent","Decent","Not renovated","Very small","Very small","Small","Small"
"16641","Average","Affordable","3","1","Less than adequate","1","No","No view","Decent","Decent","Not renovated","Average","Average","Very small","No basement"
"16642","New","Expensive","3","3","Adequate","2","No","No view","Decent","Decent","Not renovated","Large","Very small","Very large","No basement"
"16643","Average","Affordable","4","1","Less than adequate","1","No","No view","Good","Decent","Not renovated","Small","Large","Very small","Large"
"16644","Moderately Old","Premium","3","2","Adequate","1","No","Multiple views","Decent","Decent","Not renovated","Small","Small","Very small","Small"
"16645","Very Old","Ultra premium","3","2","Adequate","1","No","Multiple views","Decent","Decent","Not renovated","Large","Very small","Average","No basement"
"16646","New","Affordable","2","3","More than adequate","2","No","No view","Decent","Decent","Not renovated","Average","Very small","Very small","Medium"
"16647","Average","Cheap","3","2","Adequate","1","No","No view","Decent","Decent","Not renovated","Average","Average","Small","Medium"
"16648","Average","Expensive","4","3","Adequate","1","No","No view","Decent","Decent","Not renovated","Large","Very large","Small","Large"
"16649","Moderately New","Cheap","4","3","Adequate","2","No","No view","Decent","Decent","Not renovated","Average","Very small","Average","No basement"
"16650","New","Affordable","3","3","Adequate","2","No","No view","Decent","Decent","Not renovated","Very large","Small","Very large","No basement"
"16651","Old","Affordable","3","1","Less than adequate","1","No","No view","Good","Decent","Renovated","Average","Very small","Average","No basement"
"16652","Moderately New","Affordable","4","2","Less than adequate","2","No","No view","Good","Decent","Not renovated","Small","Average","Large","No basement"
"16653","Old","Premium","3","2","Adequate","1","No","No view","Excellent","Decent","Not renovated","Small","Small","Small","No basement"
"16654","Moderately New","Premium","3","3","Adequate","2","No","No view","Decent","Good","Not renovated","Very large","Very large","Very large","No basement"
"16655","Moderately New","Premium","3","3","Adequate","2","No","No view","Good","Decent","Not renovated","Large","Average","Large","No basement"
"16656","Moderately Old","Ultra premium","2","2","Adequate","1","No","No view","Good","Decent","Not renovated","Very large","Very large","Large","No basement"
"16657","Moderately Old","Cheap","3","2","Adequate","1","No","No view","Good","Decent","Not renovated","Very small","Large","Large","No basement"
"16658","Old","Expensive","2","1","Less than adequate","1","No","No view","Decent","Decent","Not renovated","Very small","Small","Small","No basement"
"16659","Moderately Old","Expensive","3","2","Adequate","1","No","No view","Excellent","Decent","Not renovated","Average","Very large","Large","No basement"
"16660","Old","Affordable","3","2","Adequate","1","No","No view","Decent","Decent","Not renovated","Average","Average","Very small","Large"
"16661","Moderately Old","Expensive","2","2","Adequate","1","No","No view","Decent","Decent","Not renovated","Very small","Small","Very small","No basement"
"16662","Moderately New","Ultra premium","4","3","Adequate","2","No","No view","Decent","Good","Not renovated","Very large","Very large","Very large","No basement"
"16663","Average","Cheap","3","2","Adequate","1","No","No view","Decent","Decent","Not renovated","Average","Large","Small","Very Small"
"16664","Moderately New","Ultra premium","4","3","Adequate","2","No","No view","Decent","Decent","Not renovated","Very large","Average","Very large","No basement"
"16665","Moderately New","Expensive","4","3","Adequate","2","No","No view","Decent","Decent","Not renovated","Average","Average","Large","No basement"
"16666","Moderately New","Ultra premium","4","3","Adequate","2","No","No view","Decent","Good","Not renovated","Very large","Very large","Very large","No basement"
"16667","Moderately Old","Affordable","5","2","Less than adequate","1","No","No view","Decent","Decent","Not renovated","Average","Large","Very small","Large"
"16668","Moderately Old","Expensive","5","2","Less than adequate","1","No","No view","Decent","Decent","Not renovated","Average","Large","Very small","Large"
"16669","New","Expensive","4","3","Adequate","2","No","Multiple views","Decent","Decent","Not renovated","Very large","Average","Very large","No basement"
"16670","Average","Premium","2","2","Adequate","1","No","Multiple views","Good","Decent","Not renovated","Large","Very large","Average","Large"
"16671","Old","Expensive","3","2","Adequate","1","No","No view","Good","Decent","Not renovated","Small","Small","Very small","No basement"
"16672","Very Old","Premium","3","1","Less than adequate","2","No","No view","Decent","Decent","Not renovated","Very small","Very small","Average","No basement"
"16673","New","Affordable","3","3","Adequate","2","No","No view","Decent","Decent","Not renovated","Small","Very small","Average","Very Small"
"16674","Old","Affordable","2","1","Less than adequate","1","No","No view","Decent","Decent","Not renovated","Small","Small","Very small","No basement"
"16675","Average","Expensive","3","2","Adequate","1","No","No view","Decent","Decent","Not renovated","Small","Average","Small","No basement"
"16676","Moderately Old","Premium","1","1","Adequate","1","No","No view","Good","Poor","Not renovated","Average","Very large","Very small","No basement"
"16677","Average","Expensive","4","2","Less than adequate","1","No","No view","Good","Decent","Not renovated","Large","Large","Very small","Medium"
"16678","Moderately Old","Expensive","4","2","Less than adequate","1","No","No view","Good","Decent","Not renovated","Small","Small","Small","Small"
"16679","Moderately Old","Expensive","4","3","Adequate","1","No","No view","Decent","Decent","Recently renovated","Small","Very large","Small","Very large"
"16680","Old","Premium","4","2","Less than adequate","2","No","Multiple views","Decent","Decent","Not renovated","Small","Very large","Very large","No basement"
"16681","Average","Cheap","3","1","Less than adequate","1","No","No view","Good","Decent","Not renovated","Small","Average","Small","No basement"
"16682","Moderately Old","Affordable","3","1","Less than adequate","1","No","No view","Decent","Poor","Not renovated","Very small","Large","Very small","No basement"
"16683","Old","Affordable","4","1","Less than adequate","1","No","No view","Decent","Poor","Not renovated","Very small","Small","Very small","No basement"
"16684","Moderately New","Affordable","4","3","Adequate","2","No","No view","Decent","Decent","Not renovated","Large","Large","Very large","No basement"
"16685","Moderately New","Ultra premium","4","3","Adequate","2","No","No view","Decent","Good","Not renovated","Very large","Large","Very large","No basement"
"16686","Average","Expensive","3","2","Adequate","1","No","No view","Good","Decent","Not renovated","Average","Very large","Small","Small"
"16687","Moderately New","Expensive","3","3","Adequate","2","No","No view","Decent","Decent","Not renovated","Average","Very large","Large","No basement"
"16688","New","Premium","3","2","Adequate","2","No","No view","Decent","Decent","Not renovated","Small","Very small","Small","Small"
"16689","Average","Affordable","3","2","Adequate","1","No","No view","Good","Decent","Not renovated","Small","Very large","Very small","Medium"
"16690","Old","Ultra premium","3","2","Adequate","2","No","No view","Good","Decent","Not renovated","Average","Very small","Large","Small"
"16691","Average","Cheap","4","2","Less than adequate","1","No","No view","Decent","Decent","Not renovated","Small","Large","Small","Very Small"
"16692","Moderately Old","Expensive","3","2","Adequate","1","No","No view","Decent","Decent","Not renovated","Average","Average","Average","No basement"
"16693","Moderately Old","Ultra premium","3","3","Adequate","1","No","No view","Good","Decent","Not renovated","Very large","Very large","Large","No basement"
"16694","Average","Premium","4","2","Less than adequate","1","No","No view","Good","Decent","Not renovated","Average","Average","Average","Small"
"16695","Moderately New","Cheap","3","2","Adequate","1","No","No view","Decent","Decent","Not renovated","Small","Average","Average","No basement"
"16696","Old","Premium","4","2","Less than adequate","1","No","No view","Good","Decent","Not renovated","Large","Small","Average","Small"
"16697","Moderately New","Premium","5","3","Adequate","1","No","No view","Decent","Decent","Not renovated","Very large","Average","Large","Small"
"16698","Moderately Old","Ultra premium","4","2","Less than adequate","1","No","No view","Good","Decent","Not renovated","Average","Small","Average","Medium"
"16699","Old","Cheap","2","1","Less than adequate","1","No","No view","Excellent","Poor","Not renovated","Very small","Large","Very small","No basement"
"16700","Moderately New","Ultra premium","4","3","Adequate","2","No","No view","Decent","Decent","Not renovated","Average","Small","Large","No basement"
"16701","Old","Ultra premium","4","2","Less than adequate","2","No","No view","Excellent","Decent","Not renovated","Very small","Very small","Large","No basement"
"16702","Old","Cheap","2","2","Adequate","1","No","No view","Good","Decent","Not renovated","Average","Average","Large","No basement"
"16703","Old","Cheap","2","1","Less than adequate","1","No","No view","Good","Poor","Not renovated","Very small","Average","Very small","Large"
"16704","Average","Expensive","3","2","Adequate","1","No","No view","Decent","Decent","Not renovated","Small","Average","Average","Small"
"16705","Moderately Old","Premium","3","2","Adequate","1","No","No view","Decent","Decent","Not renovated","Very large","Very large","Large","No basement"
"16706","Average","Premium","3","3","Adequate","1","No","No view","Good","Decent","Not renovated","Large","Very large","Average","Medium"
"16707","Moderately New","Ultra premium","3","3","Adequate","1","No","No view","Decent","Decent","Not renovated","Very large","Average","Large","No basement"
"16708","New","Expensive","4","3","Adequate","2","No","No view","Decent","Decent","Not renovated","Very large","Very small","Large","Very Small"
"16709","Moderately New","Expensive","4","3","Adequate","2","No","No view","Decent","Decent","Not renovated","Very large","Average","Very large","No basement"
"16710","Moderately Old","Cheap","2","1","Less than adequate","1","No","No view","Decent","Poor","Not renovated","Very small","Average","Very small","No basement"
"16711","Old","Cheap","4","2","Less than adequate","1","No","No view","Poor","Poor","Not renovated","Very small","Average","Large","No basement"
"16712","Moderately Old","Cheap","3","1","Less than adequate","1","No","No view","Decent","Poor","Not renovated","Very small","Large","Very small","No basement"
"16713","Average","Affordable","4","2","Less than adequate","1","No","No view","Decent","Decent","Not renovated","Large","Average","Average","Medium"
"16714","Moderately New","Expensive","4","3","Adequate","2","No","No view","Decent","Decent","Not renovated","Average","Large","Large","No basement"
"16715","Moderately Old","Affordable","3","1","Less than adequate","1","No","No view","Decent","Decent","Not renovated","Average","Small","Small","Small"
"16716","Old","Ultra premium","6","4","Adequate","2","No","No view","Good","Good","Not renovated","Very large","Small","Very large","No basement"
"16717","Average","Premium","4","2","Less than adequate","2","No","No view","Decent","Decent","Renovated","Very large","Very large","Very large","Very Small"
"16718","Old","Affordable","4","3","Adequate","1","No","No view","Decent","Decent","Not renovated","Very small","Very large","Very small","Large"
"16719","Old","Expensive","2","1","Less than adequate","1","No","No view","Good","Poor","Not renovated","Very small","Small","Very small","No basement"
"16720","Moderately New","Expensive","3","3","Adequate","2","No","No view","Decent","Decent","Not renovated","Very large","Very large","Large","No basement"
"16721","Old","Cheap","3","1","Less than adequate","1","No","No view","Decent","Poor","Not renovated","Very small","Large","Very small","Small"
"16722","Moderately New","Ultra premium","5","3","Adequate","2","No","No view","Decent","Decent","Not renovated","Very large","Large","Very large","No basement"
"16723","Moderately New","Cheap","3","3","Adequate","2","No","No view","Decent","Decent","Not renovated","Small","Large","Large","No basement"
"16724","Old","Premium","4","2","Less than adequate","1","No","No view","Excellent","Decent","Not renovated","Very small","Very small","Very small","Medium"
"16725","Moderately New","Ultra premium","5","4","Adequate","2","No","Multiple views","Decent","Good","Not renovated","Very large","Very large","Very large","Very Small"
"16726","Moderately Old","Cheap","2","1","Less than adequate","1","No","No view","Decent","Decent","Not renovated","Very small","Small","Very small","No basement"
"16727","Old","Expensive","3","2","Adequate","1","No","No view","Decent","Decent","Not renovated","Very small","Average","Small","No basement"
"16728","Moderately Old","Cheap","3","2","Adequate","1","No","No view","Decent","Decent","Not renovated","Large","Large","Small","No basement"
"16729","Moderately New","Affordable","4","3","Adequate","2","No","No view","Decent","Decent","Not renovated","Large","Average","Very large","No basement"
"16730","Very Old","Expensive","4","2","Less than adequate","2","No","No view","Good","Decent","Not renovated","Very large","Very small","Average","No basement"
"16731","Moderately New","Cheap","3","3","Adequate","2","No","No view","Decent","Decent","Not renovated","Small","Average","Average","No basement"
"16732","Average","Ultra premium","7","4","Adequate","2","No","Multiple views","Decent","Decent","Not renovated","Very large","Average","Very large","Small"
"16733","Old","Affordable","5","2","Less than adequate","1","No","No view","Decent","Decent","Not renovated","Very small","Very small","Average","No basement"
"16734","Average","Cheap","3","1","Less than adequate","1","No","No view","Excellent","Poor","Not renovated","Very small","Large","Small","No basement"
"16735","Average","Premium","3","2","Adequate","1","No","No view","Decent","Decent","Not renovated","Large","Large","Average","No basement"
"16736","Average","Expensive","3","2","Adequate","1","No","No view","Decent","Decent","Not renovated","Small","Average","Small","Small"
"16737","New","Ultra premium","4","4","Adequate","2","No","Multiple views","Decent","Good","Not renovated","Very large","Average","Very large","Small"
"16738","Moderately Old","Expensive","4","2","Less than adequate","1","No","No view","Good","Decent","Not renovated","Very small","Small","Large","No basement"
"16739","Moderately New","Cheap","3","2","Adequate","1","No","No view","Decent","Decent","Not renovated","Small","Average","Small","No basement"
"16740","New","Cheap","2","3","More than adequate","2","No","No view","Decent","Decent","Not renovated","Small","Very small","Small","No basement"
"16741","Old","Premium","3","2","Adequate","2","No","No view","Decent","Decent","Renovated","Average","Average","Average","No basement"
"16742","Old","Affordable","4","2","Less than adequate","2","No","No view","Good","Decent","Not renovated","Small","Large","Average","No basement"
"16743","Moderately Old","Premium","5","2","Less than adequate","1","No","Multiple views","Decent","Decent","Not renovated","Average","Small","Average","Very Small"
"16744","New","Expensive","2","3","More than adequate","2","No","No view","Decent","Decent","Not renovated","Large","Very small","Average","No basement"
"16745","New","Expensive","4","3","Adequate","2","No","No view","Decent","Decent","Not renovated","Very large","Small","Very large","No basement"
"16746","New","Ultra premium","4","3","Adequate","2","No","No view","Decent","Decent","Not renovated","Very large","Small","Very large","No basement"
"16747","Moderately Old","Cheap","2","1","Less than adequate","1","No","No view","Decent","Decent","Not renovated","Small","Very large","Very small","No basement"
"16748","Average","Expensive","3","2","Adequate","1","No","No view","Good","Decent","Not renovated","Large","Very large","Average","No basement"
"16749","New","Cheap","3","3","Adequate","2","No","No view","Decent","Decent","Not renovated","Very large","Small","Average","No basement"
"16750","Average","Expensive","3","2","Adequate","1","No","No view","Good","Decent","Not renovated","Average","Very large","Average","Large"
"16751","Average","Ultra premium","4","3","Adequate","3","No","No view","Excellent","Decent","Not renovated","Large","Very small","Large","No basement"
"16752","Moderately New","Expensive","3","4","More than adequate","3","No","No view","Decent","Decent","Not renovated","Small","Very small","Small","Small"
"16753","Average","Cheap","3","1","Less than adequate","1","No","No view","Decent","Poor","Not renovated","Very small","Large","Small","No basement"
"16754","Old","Premium","3","2","Adequate","1","No","No view","Excellent","Decent","Not renovated","Small","Very small","Average","No basement"
"16755","Average","Expensive","4","3","Adequate","1","No","No view","Excellent","Decent","Not renovated","Large","Average","Average","Medium"
"16756","Average","Expensive","4","2","Less than adequate","2","No","No view","Decent","Decent","Not renovated","Average","Average","Large","No basement"
"16757","New","Affordable","3","3","Adequate","2","No","No view","Decent","Decent","Not renovated","Very large","Average","Very large","No basement"
"16758","New","Expensive","4","3","Adequate","2","No","No view","Decent","Decent","Not renovated","Large","Small","Very large","No basement"
"16759","New","Ultra premium","3","3","Adequate","1","No","No view","Decent","Decent","Not renovated","Small","Very small","Very large","No basement"
"16760","Moderately Old","Expensive","4","2","Less than adequate","1","No","No view","Decent","Decent","Not renovated","Large","Large","Large","No basement"
"16761","Moderately Old","Affordable","3","2","Adequate","1","No","No view","Excellent","Decent","Not renovated","Very small","Average","Average","No basement"
"16762","Moderately New","Premium","3","2","Adequate","2","No","No view","Good","Decent","Not renovated","Very large","Very large","Very large","No basement"
"16763","Moderately Old","Premium","3","2","Adequate","1","No","No view","Good","Decent","Not renovated","Small","Very small","Very small","Large"
"16764","Average","Expensive","3","2","Adequate","2","No","No view","Good","Decent","Not renovated","Large","Very large","Large","No basement"
"16765","Old","Premium","3","2","Adequate","1","No","No view","Good","Decent","Not renovated","Very small","Very small","Small","No basement"
"16766","Moderately New","Ultra premium","3","3","Adequate","1","No","No view","Decent","Good","Not renovated","Very large","Very large","Large","Medium"
"16767","Average","Premium","5","2","Less than adequate","2","No","No view","Good","Decent","Not renovated","Large","Large","Very large","No basement"
"16768","Old","Premium","3","1","Less than adequate","2","No","No view","Decent","Decent","Not renovated","Average","Very small","Average","No basement"
"16769","New","Ultra premium","5","6","More than adequate","2","No","No view","Decent","Good","Not renovated","Very large","Very large","Very large","Very Small"
"16770","Old","Expensive","3","1","Less than adequate","1","No","No view","Good","Decent","Not renovated","Small","Very small","Small","No basement"
"16771","Moderately Old","Premium","2","1","Less than adequate","1","No","No view","Decent","Poor","Not renovated","Very small","Small","Average","Very Small"
"16772","Moderately New","Premium","3","2","Adequate","1","No","No view","Decent","Decent","Not renovated","Average","Large","Large","No basement"
"16773","Old","Affordable","2","1","Less than adequate","1","No","No view","Good","Poor","Not renovated","Small","Very small","Very small","No basement"
"16774","Moderately Old","Premium","4","4","Adequate","2","No","Multiple views","Decent","Decent","Not renovated","Very large","Large","Very large","Medium"
"16775","New","Premium","4","3","Adequate","2","No","No view","Decent","Good","Not renovated","Very large","Average","Very large","No basement"
"16776","Average","Affordable","3","2","Adequate","1","No","No view","Decent","Decent","Not renovated","Average","Very large","Small","No basement"
"16777","Moderately Old","Ultra premium","2","2","Adequate","2","Yes","Multiple views","Good","Decent","Renovated","Very small","Very large","Average","No basement"
"16778","Average","Cheap","3","1","Less than adequate","1","No","No view","Decent","Poor","Not renovated","Average","Very large","Very small","No basement"
"16779","New","Expensive","2","3","More than adequate","3","No","No view","Decent","Decent","Not renovated","Very small","Very small","Small","No basement"
"16780","Average","Affordable","3","1","Less than adequate","1","No","No view","Decent","Decent","Not renovated","Very small","Average","Very small","No basement"
"16781","Average","Cheap","3","2","Adequate","2","No","No view","Good","Poor","Not renovated","Small","Large","Average","No basement"
"16782","Moderately Old","Ultra premium","4","2","Less than adequate","1","No","No view","Decent","Decent","Not renovated","Very large","Large","Very small","Large"
"16783","Moderately Old","Cheap","3","2","Adequate","1","No","No view","Good","Decent","Not renovated","Small","Large","Average","No basement"
"16784","Average","Expensive","3","2","Adequate","1","No","No view","Good","Decent","Not renovated","Average","Average","Large","No basement"
"16785","Average","Cheap","3","2","Adequate","1","No","No view","Excellent","Decent","Not renovated","Small","Average","Very small","Medium"
"16786","Moderately New","Affordable","4","3","Adequate","2","No","No view","Decent","Decent","Not renovated","Large","Average","Very large","No basement"
"16787","Moderately New","Expensive","3","2","Adequate","1","No","No view","Decent","Decent","Not renovated","Very small","Small","Very small","Small"
"16788","Moderately New","Premium","3","3","Adequate","2","No","No view","Good","Decent","Not renovated","Large","Large","Large","No basement"
"16789","Average","Expensive","4","3","Adequate","1","No","No view","Decent","Decent","Not renovated","Average","Average","Average","Medium"
"16790","Moderately New","Affordable","3","2","Adequate","1","No","No view","Decent","Decent","Not renovated","Very large","Average","Large","No basement"
"16791","Moderately New","Premium","3","3","Adequate","2","No","No view","Decent","Decent","Not renovated","Small","Very small","Average","No basement"
"16792","Average","Cheap","3","2","Adequate","1","No","No view","Good","Decent","Not renovated","Small","Large","Large","Small"
"16793","New","Premium","3","3","Adequate","2","No","No view","Decent","Decent","Not renovated","Very large","Small","Very large","No basement"
"16794","Old","Premium","4","2","Less than adequate","2","No","No view","Decent","Decent","Renovated","Small","Very large","Very large","No basement"
"16795","Moderately Old","Premium","4","1","Less than adequate","1","No","No view","Decent","Decent","Not renovated","Very small","Average","Very small","No basement"
"16796","Moderately Old","Cheap","3","1","Less than adequate","1","No","No view","Decent","Decent","Not renovated","Average","Average","Average","Very Small"
"16797","Old","Cheap","2","1","Less than adequate","1","No","No view","Good","Poor","Not renovated","Very small","Average","Very small","No basement"
"16798","Moderately New","Premium","4","3","Adequate","2","No","No view","Decent","Decent","Not renovated","Very large","Very large","Large","No basement"
"16799","Average","Affordable","6","5","Adequate","2","No","No view","Decent","Decent","Not renovated","Very small","Small","Very large","No basement"
"16800","Moderately Old","Ultra premium","4","4","Adequate","2","No","Single View","Excellent","Good","Not renovated","Very large","Average","Very large","Very Small"
"16801","New","Ultra premium","4","4","Adequate","2","No","No view","Decent","Good","Not renovated","Very large","Very large","Very large","No basement"
"16802","Moderately Old","Cheap","3","1","Less than adequate","1","No","No view","Decent","Decent","Not renovated","Very small","Large","Very small","Small"
"16803","Moderately Old","Expensive","2","2","Adequate","1","No","No view","Decent","Decent","Not renovated","Very small","Small","Small","Medium"
"16804","Moderately New","Premium","4","2","Less than adequate","2","No","No view","Decent","Decent","Not renovated","Large","Large","Large","No basement"
"16805","Old","Expensive","4","3","Adequate","1","No","No view","Good","Decent","Not renovated","Average","Very large","Average","Very Small"
"16806","Old","Premium","4","3","Adequate","1","No","Multiple views","Decent","Decent","Renovated","Very small","Very small","Small","Large"
"16807","Moderately Old","Affordable","2","1","Less than adequate","1","No","No view","Good","Poor","Not renovated","Very small","Average","Small","No basement"
"16808","Average","Affordable","4","2","Less than adequate","1","No","No view","Good","Decent","Not renovated","Large","Very large","Average","No basement"
"16809","Moderately Old","Affordable","4","2","Less than adequate","1","No","No view","Decent","Decent","Not renovated","Average","Average","Small","Small"
"16810","Old","Cheap","2","1","Less than adequate","1","No","No view","Decent","Poor","Not renovated","Small","Average","Very small","No basement"
"16811","Old","Cheap","2","1","Less than adequate","1","No","No view","Decent","Poor","Not renovated","Small","Average","Very small","No basement"
"16812","Moderately New","Affordable","3","2","Adequate","1","No","No view","Decent","Decent","Not renovated","Large","Large","Large","No basement"
"16813","Moderately New","Ultra premium","4","4","Adequate","2","Yes","Multiple views","Decent","Good","Not renovated","Very large","Small","Very large","Medium"
"16814","Old","Premium","3","2","Adequate","1","No","No view","Decent","Decent","Not renovated","Small","Very small","Small","Small"
"16815","Old","Expensive","2","1","Less than adequate","1","No","No view","Decent","Decent","Not renovated","Very small","Small","Very small","Small"
"16816","Moderately Old","Cheap","3","2","Adequate","1","No","No view","Good","Decent","Not renovated","Small","Large","Small","Large"
"16817","Moderately New","Premium","3","3","Adequate","2","No","Multiple views","Decent","Good","Not renovated","Very large","Very large","Very large","No basement"
"16818","New","Affordable","5","3","Adequate","2","No","No view","Decent","Decent","Not renovated","Very large","Average","Very large","No basement"
"16819","Average","Expensive","5","2","Less than adequate","1","No","No view","Decent","Decent","Not renovated","Large","Large","Small","Medium"
"16820","Average","Affordable","3","1","Less than adequate","1","No","No view","Decent","Decent","Not renovated","Small","Average","Small","No basement"
"16821","Moderately New","Ultra premium","4","5","More than adequate","2","No","No view","Decent","Good","Renovated","Very large","Very large","Very large","No basement"
"16822","Moderately New","Expensive","3","2","Adequate","1","No","No view","Decent","Decent","Not renovated","Small","Very large","Small","Small"
"16823","Average","Premium","4","2","Less than adequate","2","No","No view","Good","Decent","Not renovated","Large","Very large","Very large","No basement"
"16824","Moderately Old","Premium","2","1","Less than adequate","1","No","No view","Decent","Decent","Not renovated","Average","Large","Very small","No basement"
"16825","New","Cheap","1","1","Adequate","1","No","No view","Decent","Decent","Not renovated","Average","Very small","Very small","Very Small"
"16826","Moderately New","Premium","4","2","Less than adequate","2","No","No view","Decent","Decent","Not renovated","Average","Large","Large","No basement"
"16827","New","Ultra premium","4","4","Adequate","2","No","No view","Decent","Good","Not renovated","Very large","Very large","Very large","Small"
"16828","Moderately Old","Affordable","3","2","Adequate","1","No","No view","Good","Decent","Not renovated","Average","Large","Small","Small"
"16829","Old","Expensive","3","2","Adequate","1","No","No view","Excellent","Poor","Not renovated","Very small","Small","Very small","No basement"
"16830","Moderately Old","Affordable","2","1","Less than adequate","1","No","No view","Decent","Poor","Renovated","Very small","Very large","Very small","Large"
"16831","Moderately New","Ultra premium","4","3","Adequate","2","No","No view","Decent","Good","Not renovated","Very large","Large","Very large","No basement"
"16832","Average","Cheap","4","2","Less than adequate","1","No","No view","Decent","Decent","Not renovated","Small","Large","Small","Large"
"16833","Moderately New","Ultra premium","4","3","Adequate","2","No","Multiple views","Decent","Good","Not renovated","Very large","Very large","Large","Medium"
"16834","Old","Cheap","3","1","Less than adequate","1","No","No view","Decent","Poor","Not renovated","Very small","Large","Small","No basement"
"16835","New","Ultra premium","4","3","Adequate","2","No","No view","Decent","Decent","Not renovated","Very large","Average","Very large","No basement"
"16836","New","Premium","2","1","Less than adequate","2","No","No view","Decent","Decent","Not renovated","Very small","Very small","Very small","Very Small"
"16837","Average","Expensive","5","3","Adequate","1","No","No view","Excellent","Decent","Not renovated","Large","Large","Small","Medium"
